playlist_id,track_id,track_name,artist_name,release_date,popularity,explicit,external_url,artist_genres
6XFOsAdp88ptBCdqUMAfmP,4yAJOZ8ZBAKfXCI20hsVjf,Lời Đường Mật,Lyly,2018-03-01,0,False,https://open.spotify.com/track/4yAJOZ8ZBAKfXCI20hsVjf,
6XFOsAdp88ptBCdqUMAfmP,4uky9M3nN9ymXPm8KmJDvb,Trò Chơi,SOOBIN,2020-11-21,0,False,https://open.spotify.com/track/4uky9M3nN9ymXPm8KmJDvb,
6XFOsAdp88ptBCdqUMAfmP,5L6UkGeVNHy7CurA8aVhpy,Yêu Một Người Sao Buồn Đến Thế,Noo Phước Thịnh,2018-03-01,0,False,https://open.spotify.com/track/5L6UkGeVNHy7CurA8aVhpy,
6XFOsAdp88ptBCdqUMAfmP,6jOP08e9PHDnoF3reZcePE,Qua Khung Cửa Sổ,Chillies,2020-11-11,40,False,https://open.spotify.com/track/6jOP08e9PHDnoF3reZcePE,
6XFOsAdp88ptBCdqUMAfmP,3sV8ExJeOGXbanczafavZv,Bigcityboi (feat. Touliver),Binz,2020-07-05,45,True,https://open.spotify.com/track/3sV8ExJeOGXbanczafavZv,
6XFOsAdp88ptBCdqUMAfmP,3VOeGtJwJh2jslvQAFaaEn,Chuyện Rằng,Thịnh Suy,2018-03-01,0,False,https://open.spotify.com/track/3VOeGtJwJh2jslvQAFaaEn,
6XFOsAdp88ptBCdqUMAfmP,1AAGvzJRWMTKx7PNfeTvP4,Missing You,Phương Ly,2020-08-19,0,False,https://open.spotify.com/track/1AAGvzJRWMTKx7PNfeTvP4,
6XFOsAdp88ptBCdqUMAfmP,2Jaaw8PrdUfPlU6o6tL5dl,Mascara,Chillies,2019-12-06,52,False,https://open.spotify.com/track/2Jaaw8PrdUfPlU6o6tL5dl,
6XFOsAdp88ptBCdqUMAfmP,6iXGivPFpsqKmrINhIbPvx,Buồn Thì Cứ Khóc Đi,Lynk Lee,2019-12-13,61,False,https://open.spotify.com/track/6iXGivPFpsqKmrINhIbPvx,
6XFOsAdp88ptBCdqUMAfmP,2z9iLlNBt1aLZUCFgXby97,CÓ CHẮC YÊU LÀ ĐÂY,Sơn Tùng M-TP,2020-07-06,0,False,https://open.spotify.com/track/2z9iLlNBt1aLZUCFgXby97,
6XFOsAdp88ptBCdqUMAfmP,0J2otOvMdg62gVMMjwOvSK,Hoa Hải Đường,Jack - J97,2020-09-22,57,False,https://open.spotify.com/track/0J2otOvMdg62gVMMjwOvSK,
6XFOsAdp88ptBCdqUMAfmP,6jcG3yZ0e2CSI6omkYO1ut,Thích Quá Rùi Nà,tlinh,2020-03-24,0,False,https://open.spotify.com/track/6jcG3yZ0e2CSI6omkYO1ut,
6XFOsAdp88ptBCdqUMAfmP,6B1Io9VDzMAmwFjrplDJw8,từ chối nhẹ nhàng thôi,Bích Phương,2020-05-17,0,False,https://open.spotify.com/track/6B1Io9VDzMAmwFjrplDJw8,
6XFOsAdp88ptBCdqUMAfmP,22F7P7QnaVspdf5rKveBaS,Lối Nhỏ,Đen,2019-10-26,0,False,https://open.spotify.com/track/22F7P7QnaVspdf5rKveBaS,
6XFOsAdp88ptBCdqUMAfmP,2AiZm17zqkV7llT3SHz4Nu,Bài Này Chill Phết,Đen,2019-05-21,0,False,https://open.spotify.com/track/2AiZm17zqkV7llT3SHz4Nu,
6XFOsAdp88ptBCdqUMAfmP,703QXwWn5KdNaoviarYHAO,Trời hôm nay nhiều mây cực!,Đen,2020-08-07,48,False,https://open.spotify.com/track/703QXwWn5KdNaoviarYHAO,
6XFOsAdp88ptBCdqUMAfmP,014DA3BdnmD3kI5pBogH7c,Cứ Chill Thôi,Chillies,2020-07-11,58,False,https://open.spotify.com/track/014DA3BdnmD3kI5pBogH7c,
6XFOsAdp88ptBCdqUMAfmP,3b34161QoxLwsqhWSPy9i5,Thanh Xuân,Da LAB,2018-08-24,63,False,https://open.spotify.com/track/3b34161QoxLwsqhWSPy9i5,
6XFOsAdp88ptBCdqUMAfmP,4RZJObXQzsKQLd25LBjBG8,Em Bé,AMEE,2020-09-22,54,False,https://open.spotify.com/track/4RZJObXQzsKQLd25LBjBG8,
6XFOsAdp88ptBCdqUMAfmP,5uye47llqkE8Oyn56Y3IkW,Người Ơi Người Ở Đừng Về (feat. Suboi),Đức Phúc,2020-09-27,38,False,https://open.spotify.com/track/5uye47llqkE8Oyn56Y3IkW,
6XFOsAdp88ptBCdqUMAfmP,39t3ly1KisXk4u57D6fKSE,Em Đã Thương Người Ta Hơn Anh,Noo Phước Thịnh,2018-03-01,0,False,https://open.spotify.com/track/39t3ly1KisXk4u57D6fKSE,
6XFOsAdp88ptBCdqUMAfmP,5HaKldnT9gWe70hr8bstmh,Tình Nào Không Như Tình Đầu,Trung Quân,2018-03-01,0,False,https://open.spotify.com/track/5HaKldnT9gWe70hr8bstmh,
6XFOsAdp88ptBCdqUMAfmP,2dEpaH5nsfnzU61LQ9rJuH,Hoa Nở Không Màu,Hoài Lâm,2020-05-30,0,False,https://open.spotify.com/track/2dEpaH5nsfnzU61LQ9rJuH,
6XFOsAdp88ptBCdqUMAfmP,1HDrKXya87GMQfAGPlqNS9,Muốn Nói Với Em,T Team,2018-03-01,0,False,https://open.spotify.com/track/1HDrKXya87GMQfAGPlqNS9,
6XFOsAdp88ptBCdqUMAfmP,2LKI0fGEKR3RWAiY2jqq8k,Một Cú Lừa,Bích Phương,2020-05-17,0,False,https://open.spotify.com/track/2LKI0fGEKR3RWAiY2jqq8k,
6XFOsAdp88ptBCdqUMAfmP,2IDZxVWQypWxYIP6wqDzGN,em bỏ hút thuốc chưa,Bích Phương,2020-05-17,0,False,https://open.spotify.com/track/2IDZxVWQypWxYIP6wqDzGN,
6XFOsAdp88ptBCdqUMAfmP,0Rx4GFPy8ISxPhRwkjl64b,"ex's hate me, Pt. 2",AMEE,2020-06-29,0,False,https://open.spotify.com/track/0Rx4GFPy8ISxPhRwkjl64b,
6XFOsAdp88ptBCdqUMAfmP,1503Da6qbgNifRnRwIjtZe,Vùng Ký Ức,Chillies,2020-03-27,50,False,https://open.spotify.com/track/1503Da6qbgNifRnRwIjtZe,
6XFOsAdp88ptBCdqUMAfmP,5Nd0com2T4rHRZO2YFwD2n,Ngày Tận Thế,Tóc Tiên,2018-03-01,0,False,https://open.spotify.com/track/5Nd0com2T4rHRZO2YFwD2n,
6XFOsAdp88ptBCdqUMAfmP,79xFFmGKtEyky0I2G9U9Jg,yêu thì yêu không yêu thì yêu,AMEE,2020-06-29,0,False,https://open.spotify.com/track/79xFFmGKtEyky0I2G9U9Jg,
6XFOsAdp88ptBCdqUMAfmP,0vB6E5gTZtnpodQCCW29JN,sao anh chưa về nhà,AMEE,2020-06-29,0,False,https://open.spotify.com/track/0vB6E5gTZtnpodQCCW29JN,
6XFOsAdp88ptBCdqUMAfmP,5TkvKPd7Bxv4xfU6cq6GGd,So Rang Em Biet Anh Con Yeu Em,JUUN D,2018-03-01,0,False,https://open.spotify.com/track/5TkvKPd7Bxv4xfU6cq6GGd,
6XFOsAdp88ptBCdqUMAfmP,27mHlM5VYrQhQ0xQDXXvg1,Khác Biệt To Lớn,Trịnh Thăng Bình,2020-07-26,0,False,https://open.spotify.com/track/27mHlM5VYrQhQ0xQDXXvg1,
6XFOsAdp88ptBCdqUMAfmP,5mBWIm9EGnhZRYBYgAS72m,Để Mị Nói Cho Mà Nghe,Hoàng Thùy Linh,2019-10-20,46,False,https://open.spotify.com/track/5mBWIm9EGnhZRYBYgAS72m,
6XFOsAdp88ptBCdqUMAfmP,3HJ0EW4kd9S1NRCm039Fsk,Kẻ Cắp Gặp Bà Già (feat. Binz),Hoàng Thùy Linh,2019-10-20,54,False,https://open.spotify.com/track/3HJ0EW4kd9S1NRCm039Fsk,
6XFOsAdp88ptBCdqUMAfmP,5dZHey2U2xrNpvgyop8URS,Duyên Âm,Hoàng Thùy Linh,2019-10-20,46,False,https://open.spotify.com/track/5dZHey2U2xrNpvgyop8URS,
6XFOsAdp88ptBCdqUMAfmP,031jyNUkkD02vrkgZDGJxu,Em Đây Chẳng Phải Thúy Kiều,Hoàng Thùy Linh,2019-10-20,51,False,https://open.spotify.com/track/031jyNUkkD02vrkgZDGJxu,
6XFOsAdp88ptBCdqUMAfmP,01WDJ9gcaXFuNzY5ir9CaE,Lắm Mối Tối Ngồi Không,Hoàng Thùy Linh,2019-10-20,46,False,https://open.spotify.com/track/01WDJ9gcaXFuNzY5ir9CaE,
6XFOsAdp88ptBCdqUMAfmP,3yWacnoBnM0lrzLmXAk44d,"Em Không Sai, Chúng Ta Sai",ERIK,2020-05-07,61,False,https://open.spotify.com/track/3yWacnoBnM0lrzLmXAk44d,
6XFOsAdp88ptBCdqUMAfmP,4bCuBkeVRofawnFkGu05fu,Cần Gì Hơn,Tiên Tiên,2020-03-10,0,False,https://open.spotify.com/track/4bCuBkeVRofawnFkGu05fu,
6XFOsAdp88ptBCdqUMAfmP,4mIyzgHPhoR1Lu3Y9okmM2,Thang Dien,JustaTee,2019-05-31,0,False,https://open.spotify.com/track/4mIyzgHPhoR1Lu3Y9okmM2,
6XFOsAdp88ptBCdqUMAfmP,6ly8wObp76oQL7vZayI5Zs,Anh Là Ai,Phương Ly,2019-05-15,0,False,https://open.spotify.com/track/6ly8wObp76oQL7vZayI5Zs,
6XFOsAdp88ptBCdqUMAfmP,58ll2hFYb7bcdEN6YHbODP,Mặt Trời Của Em,Phương Ly,2019-05-22,0,False,https://open.spotify.com/track/58ll2hFYb7bcdEN6YHbODP,
6XFOsAdp88ptBCdqUMAfmP,348dR8a22Tu2yUvCfYuXsi,Da Lo Yeu Em Nhieu,JustaTee,2019-05-22,0,False,https://open.spotify.com/track/348dR8a22Tu2yUvCfYuXsi,
6XFOsAdp88ptBCdqUMAfmP,31Rxc3kfQjI7WpaRKskQs2,Nụ Cười,Rhymastic,2020-04-07,37,False,https://open.spotify.com/track/31Rxc3kfQjI7WpaRKskQs2,
6XFOsAdp88ptBCdqUMAfmP,1absfaIfEuL60pPs51NnLp,Ngày Tuyệt Vời Nhất,Rhymastic,2020-04-10,29,False,https://open.spotify.com/track/1absfaIfEuL60pPs51NnLp,
6XFOsAdp88ptBCdqUMAfmP,696w9BHmEY62myVCSDyrYW,Có Em Đời Bỗng Vui,Chillies,2020-02-07,45,False,https://open.spotify.com/track/696w9BHmEY62myVCSDyrYW,
6XFOsAdp88ptBCdqUMAfmP,0Bk064jKjWtfdOD8UkcImR,Và Thế Là Hết,Chillies,2018-12-24,51,False,https://open.spotify.com/track/0Bk064jKjWtfdOD8UkcImR,
6XFOsAdp88ptBCdqUMAfmP,2OZTkXYCNbZS9TwPRy52Js,Đi Đu Đưa Đi,Bích Phương,2019-08-28,0,False,https://open.spotify.com/track/2OZTkXYCNbZS9TwPRy52Js,
6XFOsAdp88ptBCdqUMAfmP,0ZP4bO2ywAv44HiEzzHaq5,Ngày Mai Em Đi,Lê Hiếu,2017-08-02,64,False,https://open.spotify.com/track/0ZP4bO2ywAv44HiEzzHaq5,
6XFOsAdp88ptBCdqUMAfmP,6hUpxEKFSjS8metuA1yxlf,Vai Lan Don Dua,SOOBIN,2017-01-27,66,False,https://open.spotify.com/track/6hUpxEKFSjS8metuA1yxlf,
6XFOsAdp88ptBCdqUMAfmP,7KNVYQdx7arRoeEJi9C9IR,Tinh Nhan Oi,Orange,2019-01-07,50,False,https://open.spotify.com/track/7KNVYQdx7arRoeEJi9C9IR,
6XFOsAdp88ptBCdqUMAfmP,0wBfjdd1PyQsw3YeEFBrgT,Nước Mắt Em Lau Bằng Tình Yêu Mới,Da LAB,2019-09-12,0,False,https://open.spotify.com/track/0wBfjdd1PyQsw3YeEFBrgT,
6XFOsAdp88ptBCdqUMAfmP,5QD4S8vG6j7b73qyly52dP,"Không Sao Mà, Em Đây Rồi",SUNI,2019-07-25,0,False,https://open.spotify.com/track/5QD4S8vG6j7b73qyly52dP,
6XFOsAdp88ptBCdqUMAfmP,5pf3f5rhtUnZ1PeTcHKVdz,Có Người,Vũ Cát Tường,2019-11-30,34,False,https://open.spotify.com/track/5pf3f5rhtUnZ1PeTcHKVdz,
6XFOsAdp88ptBCdqUMAfmP,4LOhNmNsr4JSSQqTIsrUo1,"Sau Này, Hãy Gặp Lại Nhau Khi Hoa Nở",Nguyên Hà,2020-03-26,41,False,https://open.spotify.com/track/4LOhNmNsr4JSSQqTIsrUo1,
6XFOsAdp88ptBCdqUMAfmP,0piLGIj0C7RR4B2gowEqmO,Khó Vẽ Nụ Cười (feat. Du Uyen),Đạt G,2019-09-17,56,False,https://open.spotify.com/track/0piLGIj0C7RR4B2gowEqmO,
6XFOsAdp88ptBCdqUMAfmP,23zwIyB2kh1hMKBhs7edPJ,Suýt Nữa Thì,Andiez,2018-03-01,0,False,https://open.spotify.com/track/23zwIyB2kh1hMKBhs7edPJ,
6XFOsAdp88ptBCdqUMAfmP,7fFvPlrcO79gXfErRuqaoC,Những Kẻ Mộng Mơ,Noo Phước Thịnh,2018-10-19,51,False,https://open.spotify.com/track/7fFvPlrcO79gXfErRuqaoC,
6XFOsAdp88ptBCdqUMAfmP,2gT5LL3uRANxvvmDxaULbQ,Thương Em Là Điều Anh Không Thể Ngờ,Noo Phước Thịnh,2018-12-18,56,False,https://open.spotify.com/track/2gT5LL3uRANxvvmDxaULbQ,
6XFOsAdp88ptBCdqUMAfmP,423psT9xFX4cIJtbsNzf7W,Chưa Bao Giờ,Trung Quân,2018-03-01,0,False,https://open.spotify.com/track/423psT9xFX4cIJtbsNzf7W,
6XFOsAdp88ptBCdqUMAfmP,3Lpk4lQN6nziIwI7pY8NO2,Dấu Mưa,Trung Quân,2018-03-01,0,False,https://open.spotify.com/track/3Lpk4lQN6nziIwI7pY8NO2,
6XFOsAdp88ptBCdqUMAfmP,6yRhrIxPIpCsdc2hL5q2OG,Thả Vào Mưa,Trung Quân,2018-03-01,0,False,https://open.spotify.com/track/6yRhrIxPIpCsdc2hL5q2OG,
6XFOsAdp88ptBCdqUMAfmP,7aSGnEnPVodoO8AtKSuzZl,Cánh Đồng Yêu Thương,Trung Quân,2018-03-01,0,False,https://open.spotify.com/track/7aSGnEnPVodoO8AtKSuzZl,
6XFOsAdp88ptBCdqUMAfmP,7995kB8y1bhLkmWbnGfVOe,Mùa Hè Phía Chân Trời (Nhạc Phim Tháng 5 Để Dành),Trung Quân,2019-05-16,0,False,https://open.spotify.com/track/7995kB8y1bhLkmWbnGfVOe,
6XFOsAdp88ptBCdqUMAfmP,5CLVwtxgHf7Sq4whKzkyXj,Chiều Nay Không Có Mưa Bay,Trung Quân,2018-03-01,0,False,https://open.spotify.com/track/5CLVwtxgHf7Sq4whKzkyXj,
6XFOsAdp88ptBCdqUMAfmP,5R0BmQw3qvUhZLfPDLf10w,Trái Đất Tròn Không Gì Là Không Thể,Trung Quân,2018-03-01,0,False,https://open.spotify.com/track/5R0BmQw3qvUhZLfPDLf10w,
6XFOsAdp88ptBCdqUMAfmP,1CIR7UAbM5j9hcThZS8Dkz,Một Giấc Mơ (feat. Kimmese),Vũ.,2020-06-19,43,False,https://open.spotify.com/track/1CIR7UAbM5j9hcThZS8Dkz,
6XFOsAdp88ptBCdqUMAfmP,43OkLcIBJxhuIvyxY6Fqiu,ĐÃ TỪNG LÀ,Vũ.,2020-05-01,38,False,https://open.spotify.com/track/43OkLcIBJxhuIvyxY6Fqiu,
6XFOsAdp88ptBCdqUMAfmP,4XkeDeEoSxS7V1B4cjDshU,Her Summer,Vũ.,2019-07-18,48,False,https://open.spotify.com/track/4XkeDeEoSxS7V1B4cjDshU,
6XFOsAdp88ptBCdqUMAfmP,1ayp8veQBb6NRZepn7ENm6,Lạ Lùng,Vũ.,2018-03-28,0,False,https://open.spotify.com/track/1ayp8veQBb6NRZepn7ENm6,
6XFOsAdp88ptBCdqUMAfmP,0B1ZnYwYefkNhZeE8ZQpv5,Đông Kiếm Em,Vũ.,2015-03-28,56,False,https://open.spotify.com/track/0B1ZnYwYefkNhZeE8ZQpv5,
6XFOsAdp88ptBCdqUMAfmP,0AXYXHoam4tHLAcRkEescf,Cô Gái M52,HuyR,2018-06-01,0,False,https://open.spotify.com/track/0AXYXHoam4tHLAcRkEescf,
6XFOsAdp88ptBCdqUMAfmP,4a5wfF0SGh3XnDSvihVw79,They Said,Binz,2018-05-25,30,False,https://open.spotify.com/track/4a5wfF0SGh3XnDSvihVw79,
6XFOsAdp88ptBCdqUMAfmP,2qnnREp8mFVipaEoUlw9ya,Hai Triệu Năm,Đen,2019-06-22,0,False,https://open.spotify.com/track/2qnnREp8mFVipaEoUlw9ya,
6XFOsAdp88ptBCdqUMAfmP,7GxSshyjKx46dlIV2UoVrc,Anh Đếch Cần Gì Nhiều Ngoài Em,Đen,2018-11-15,0,False,https://open.spotify.com/track/7GxSshyjKx46dlIV2UoVrc,
6XFOsAdp88ptBCdqUMAfmP,1LXX0v5Nk5YR6gip7WL7g1,Mười Năm (Lộn Xộn 3),Đen,2019-02-01,0,False,https://open.spotify.com/track/1LXX0v5Nk5YR6gip7WL7g1,
6XFOsAdp88ptBCdqUMAfmP,0g1lSO4QxUCoxpVp0xvDmD,Đi Theo Bóng Mặt Trời,Đen,2017-05-13,0,False,https://open.spotify.com/track/0g1lSO4QxUCoxpVp0xvDmD,
6XFOsAdp88ptBCdqUMAfmP,5HK1vERAqCVgCWyRQBClAv,Ngày Khác Lạ,Đen,2018-02-23,0,False,https://open.spotify.com/track/5HK1vERAqCVgCWyRQBClAv,
6XFOsAdp88ptBCdqUMAfmP,2FWBdovgRvBSzA1JESUe0D,Làm Gì Phải Hốt,JustaTee,2020-01-05,0,False,https://open.spotify.com/track/2FWBdovgRvBSzA1JESUe0D,
6XFOsAdp88ptBCdqUMAfmP,7gxlKu5NBdbOHD5aHBAouf,Cho Tôi Lang Thang,Ngọt,2017-03-08,0,False,https://open.spotify.com/track/7gxlKu5NBdbOHD5aHBAouf,
6XFOsAdp88ptBCdqUMAfmP,6OSWTtSplw9SWv33aDmKWB,Em Dạo Này,Ngọt,2017-09-23,0,False,https://open.spotify.com/track/6OSWTtSplw9SWv33aDmKWB,
6XFOsAdp88ptBCdqUMAfmP,7AzGrpsT9kTI6OUdMXlHWe,LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,2019-10-06,0,False,https://open.spotify.com/track/7AzGrpsT9kTI6OUdMXlHWe,
6XFOsAdp88ptBCdqUMAfmP,7ho5xWwyYi7KJzJxyM1sPJ,CHUYỂN KÊNH (sản phẩm này không phải là thuốc),Ngọt,2019-10-06,0,False,https://open.spotify.com/track/7ho5xWwyYi7KJzJxyM1sPJ,
6XFOsAdp88ptBCdqUMAfmP,5Sh5CK6GReVbZJqUOnvg0f,Bài Ka Tuổi Trẻ,JGKiD (Da LAB),2016-05-19,0,False,https://open.spotify.com/track/5Sh5CK6GReVbZJqUOnvg0f,
6XFOsAdp88ptBCdqUMAfmP,2qc4FFBylFT5YhvMJMX50R,Đi Để Trở Về,SOOBIN,2017-01-17,56,False,https://open.spotify.com/track/2qc4FFBylFT5YhvMJMX50R,
6XFOsAdp88ptBCdqUMAfmP,5spB6Z40wYgt7hzPhnZVbi,Sáng Mắt Chưa,Trúc Nhân,2019-08-06,0,False,https://open.spotify.com/track/5spB6Z40wYgt7hzPhnZVbi,
6XFOsAdp88ptBCdqUMAfmP,6PLNoijWdc3dWqc1KKjv73,Đâu Cần Một Bài Ca Tình Yêu,Tiên Tiên,2019-04-20,0,False,https://open.spotify.com/track/6PLNoijWdc3dWqc1KKjv73,
6XFOsAdp88ptBCdqUMAfmP,6LzTNjxQ67qJ2AxoQJvvVg,Thương Nhiều Hơn Nói,Masew,2018-06-23,0,False,https://open.spotify.com/track/6LzTNjxQ67qJ2AxoQJvvVg,
6XFOsAdp88ptBCdqUMAfmP,5TS51iQud7BUVEwoKqMvVz,Quan Trong La Than Thai - Original,OnlyC Karik,2018-05-08,24,False,https://open.spotify.com/track/5TS51iQud7BUVEwoKqMvVz,
6XFOsAdp88ptBCdqUMAfmP,1yNHcXf3122hM5UJ0UWz4V,Gene,Binz,2019-05-15,0,False,https://open.spotify.com/track/1yNHcXf3122hM5UJ0UWz4V,
6XFOsAdp88ptBCdqUMAfmP,1C7aNWtuAK07clP7lOQnno,So Close,Binz,2019-08-23,0,False,https://open.spotify.com/track/1C7aNWtuAK07clP7lOQnno,
6XFOsAdp88ptBCdqUMAfmP,2IggMTlkERCVSYu2OIiG49,No Boyfriend - Original,Hoàng Yến Chibi,2018-07-09,34,False,https://open.spotify.com/track/2IggMTlkERCVSYu2OIiG49,
6XFOsAdp88ptBCdqUMAfmP,52oyR8Wjhdzg7zucr8keYl,Đường Một Chiều,Huỳnh Tú,2018-03-01,0,False,https://open.spotify.com/track/52oyR8Wjhdzg7zucr8keYl,
6XFOsAdp88ptBCdqUMAfmP,1U8bwOTAtnqlWMCn1mwYyj,Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,2019-12-20,0,False,https://open.spotify.com/track/1U8bwOTAtnqlWMCn1mwYyj,
6XFOsAdp88ptBCdqUMAfmP,7JVxQjXcMlIwHuwrq7AY8E,1 Phút,Andiez,2018-03-01,0,False,https://open.spotify.com/track/7JVxQjXcMlIwHuwrq7AY8E,
6XFOsAdp88ptBCdqUMAfmP,6UgaKUJSO0Xp47x6pL1LaA,Em Khong The,Tiên Tiên,2018-10-27,0,False,https://open.spotify.com/track/6UgaKUJSO0Xp47x6pL1LaA,
6XFOsAdp88ptBCdqUMAfmP,6uZya2oCjigBaM7uRhuGZ6,Khi Cô Đơn Em Nhớ Ai,JUUN D,2019-02-15,39,False,https://open.spotify.com/track/6uZya2oCjigBaM7uRhuGZ6,
6XFOsAdp88ptBCdqUMAfmP,6d2SdcllPos7HflN5rXk76,Say Goodbye,SOOBIN,2019-09-04,52,False,https://open.spotify.com/track/6d2SdcllPos7HflN5rXk76,
6XFOsAdp88ptBCdqUMAfmP,5fRRhPduSMGfKxrhlLOa8l,Yêu Như Ngày Yêu Cuối,Mai Tiến Dũng,2017-01-01,0,False,https://open.spotify.com/track/5fRRhPduSMGfKxrhlLOa8l,
6XFOsAdp88ptBCdqUMAfmP,1rJyVbXb3njXbN3lokllKf,Người Hãy Quên Em Đi,Mỹ Tâm,2017-12-06,52,False,https://open.spotify.com/track/1rJyVbXb3njXbN3lokllKf,
6XFOsAdp88ptBCdqUMAfmP,2P9M7q49JXnwiab4TosOpW,Anh Đợi Em Được Không,Mỹ Tâm,2019-09-24,41,False,https://open.spotify.com/track/2P9M7q49JXnwiab4TosOpW,
6XFOsAdp88ptBCdqUMAfmP,5YW0J0Rg3VpeHP6rn1iVDv,Đâu Chỉ Riêng Em,Mỹ Tâm,2017-12-06,50,False,https://open.spotify.com/track/5YW0J0Rg3VpeHP6rn1iVDv,
6XFOsAdp88ptBCdqUMAfmP,7vJyCz6Q8AE13xfPo6iQAz,I'm Still Loving You,Noo Phước Thịnh,2019-11-13,38,False,https://open.spotify.com/track/7vJyCz6Q8AE13xfPo6iQAz,
6XFOsAdp88ptBCdqUMAfmP,3ksHvU75aLBENx2ZmO49Jx,Anh Thanh Niên,HuyR,2018-03-01,0,False,https://open.spotify.com/track/3ksHvU75aLBENx2ZmO49Jx,
6XFOsAdp88ptBCdqUMAfmP,3TXSdTpaqKBpWyUG3aJ3LK,Mượn Rượu Tỏ Tình,BigDaddy,2019-02-18,0,False,https://open.spotify.com/track/3TXSdTpaqKBpWyUG3aJ3LK,
6XFOsAdp88ptBCdqUMAfmP,5PxDBYSG5vypzrSsulGgUC,Đừng Chờ Anh Nữa,Tăng Phúc,2018-03-01,0,False,https://open.spotify.com/track/5PxDBYSG5vypzrSsulGgUC,
6XFOsAdp88ptBCdqUMAfmP,6uMNe8s4p6DbVwzkbAK2qu,Liệu Giờ,2T,2019-04-20,0,False,https://open.spotify.com/track/6uMNe8s4p6DbVwzkbAK2qu,
6XFOsAdp88ptBCdqUMAfmP,4iDyFW4a7iCJh2VqSpwGQz,Ai Đưa Em Về,TIA,2019-08-22,0,False,https://open.spotify.com/track/4iDyFW4a7iCJh2VqSpwGQz,
